# Matter power spectrum P(k) at redshift z=0
# for k=1.05281e-05 to 7.52753 h/Mpc,
# number of wavenumbers equal to 698
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.331850389704e-03       5.017718105656e+03 
       1.416698510612e-03       5.307224864840e+03 
       1.504917533074e-03       5.604961303987e+03 
       1.596320800420e-03       5.909933127020e+03 
       1.690708669444e-03       6.221140337587e+03 
       1.787875165225e-03       6.537587135242e+03 
       1.887613730830e-03       6.858303576713e+03 
       1.989721890091e-03       7.182363034750e+03 
       2.094004788356e-03       7.508894112423e+03 
       2.200277682713e-03       7.837088553221e+03 
       2.308367517734e-03       8.166205385377e+03 
       2.418113751445e-03       8.495572116588e+03 
       2.529368598707e-03       8.824582855956e+03 
       2.641996845201e-03       9.152695833385e+03 
       2.755875362810e-03       9.479430431005e+03 
       2.870892432241e-03       9.804360609369e+03 
       2.986946954714e-03       1.012711329225e+04 
       3.103947613398e-03       1.044736034776e+04 
       3.221812027837e-03       1.076481593317e+04 
       3.340465930702e-03       1.107923278835e+04 
       3.459842385662e-03       1.139039622244e+04 
       3.579881057369e-03       1.169812027859e+04 
       3.700527538939e-03       1.200224755550e+04 
       3.821732738472e-03       1.230264324283e+04 
       3.943452323554e-03       1.259919233838e+04 
       4.065646221063e-03       1.289179877644e+04 
       4.188278168679e-03       1.318038457647e+04 
       4.311315313972e-03       1.346488290435e+04 
       4.434727856837e-03       1.374524418906e+04 
       4.558488731065e-03       1.402142682485e+04 
       4.682573321059e-03       1.429340091729e+04 
       4.806959209934e-03       1.456111785619e+04 
       4.931625955575e-03       1.482461598375e+04 
       5.056554891509e-03       1.508385694925e+04 
       5.181728949793e-03       1.533885017814e+04 
       5.307132503374e-03       1.558963200258e+04 
       5.432751225699e-03       1.583617307131e+04 
       5.558571965559e-03       1.607849214460e+04 
       5.684582635425e-03       1.631660109726e+04 
       5.810772111707e-03       1.655052058937e+04 
       5.937130145567e-03       1.678027367695e+04 
       6.063647283080e-03       1.700588689078e+04 
       6.190314793671e-03       1.722738526423e+04 
       6.317124605899e-03       1.744481423776e+04 
       6.444069249759e-03       1.765819030958e+04 
       6.571141804772e-03       1.786752957005e+04 
       6.698335853232e-03       1.807291909395e+04 
       6.825645438037e-03       1.827433979699e+04 
       6.953065024609e-03       1.847186150178e+04 
       7.080589466470e-03       1.866550290107e+04 
       7.208213974067e-03       1.885528790611e+04 
       7.335934086534e-03       1.904130081945e+04 
       7.463745646050e-03       1.922353383389e+04 
       7.591644774551e-03       1.940202188680e+04 
       7.719627852549e-03       1.957686205562e+04 
       7.847691499835e-03       1.974803433764e+04 
       7.975832557900e-03       1.991559922569e+04 
       8.104048073873e-03       2.007959458732e+04 
       8.232335285865e-03       2.024005370493e+04 
       8.360691609549e-03       2.039699492137e+04 
       8.489114625883e-03       2.055050988718e+04 
       8.617602069851e-03       2.070060113072e+04 
       8.746151820137e-03       2.084730428067e+04 
       8.874761889647e-03       2.099063141598e+04 
       9.003430416790e-03       2.113068176081e+04 
       9.132155657464e-03       2.126746445569e+04 
       9.260935977668e-03       2.140103834535e+04 
       9.389769846707e-03       2.153138783023e+04 
       9.518655830914e-03       2.165859062128e+04 
       9.647592587857e-03       2.178268018369e+04 
       9.776578860994e-03       2.190361705725e+04 
       9.905613474729e-03       2.202155620509e+04 
       1.003469532983e-02       2.213647952457e+04 
       1.016382339922e-02       2.224843444376e+04 
       1.029299672401e-02       2.235745465769e+04 
       1.042221440992e-02       2.246353926659e+04 
       1.055147562387e-02       2.256673217916e+04 
       1.068077959088e-02       2.266712320365e+04 
       1.081012559114e-02       2.276469216099e+04 
       1.093951295736e-02       2.285953970449e+04 
       1.106894107222e-02       2.295152970752e+04 
       1.119840936608e-02       2.304085992090e+04 
       1.132791731481e-02       2.312752284166e+04 
       1.145746443775e-02       2.321152079584e+04 
       1.158705029591e-02       2.329294453085e+04 
       1.171667449017e-02       2.337175901235e+04 
       1.184633665969e-02       2.344805336227e+04 
       1.197603648040e-02       2.352178829886e+04 
       1.210577366362e-02       2.359313087436e+04 
       1.223554795473e-02       2.366187176362e+04 
       1.236535913201e-02       2.372823715868e+04 
       1.249520700545e-02       2.379221154396e+04 
       1.262509141578e-02       2.385381290941e+04 
       1.275501223345e-02       2.391307684324e+04 
       1.288496935775e-02       2.397002999476e+04 
       1.301496271599e-02       2.402468216383e+04 
       1.314499226272e-02       2.407708678092e+04 
       1.327505797901e-02       2.412727114263e+04 
       1.340515987180e-02       2.417523270065e+04 
       1.353529797330e-02       2.422105481510e+04 
       1.366547234042e-02       2.426470835359e+04 
       1.379568305429e-02       2.430628211102e+04 
       1.392593021973e-02       2.434569838987e+04 
       1.405621396487e-02       2.438309789477e+04 
       1.418653444076e-02       2.441843619641e+04 
       1.431689182101e-02       2.445184219687e+04 
       1.444728630145e-02       2.448313529341e+04 
       1.457771809988e-02       2.451254488915e+04 
       1.470818745581e-02       2.453996798990e+04 
       1.483869463022e-02       2.456553757458e+04 
       1.496923990539e-02       2.458918474398e+04 
       1.509982358472e-02       2.461097395783e+04 
       1.523044599259e-02       2.463089983455e+04 
       1.536110747427e-02       2.464905453606e+04 
       1.549180839581e-02       2.466540025997e+04 
       1.562254914397e-02       2.468000916357e+04 
       1.575333012620e-02       2.469281570692e+04 
       1.588415177062e-02       2.470403554809e+04 
       1.601501452598e-02       2.471337751790e+04 
       1.614591886173e-02       2.472113674235e+04 
       1.627686526807e-02       2.472724404836e+04 
       1.640785425596e-02       2.473173232215e+04 
       1.653888635724e-02       2.473458391610e+04 
       1.666996212473e-02       2.473586318802e+04 
       1.680108213232e-02       2.473563412908e+04 
       1.693224697516e-02       2.473382452718e+04 
       1.706345726977e-02       2.473049263856e+04 
       1.719471365421e-02       2.472565737078e+04 
       1.732601678832e-02       2.471935774464e+04 
       1.745736735386e-02       2.471165752720e+04 
       1.758876605479e-02       2.470245316282e+04 
       1.772021361748e-02       2.469184221906e+04 
       1.785171079099e-02       2.467989400123e+04 
       1.798325834731e-02       2.466652970521e+04 
       1.811485708169e-02       2.465183596844e+04 
       1.824650781291e-02       2.463582809799e+04 
       1.837821138366e-02       2.461851925265e+04 
       1.850996866080e-02       2.459983548808e+04 
       1.864178053581e-02       2.457993717678e+04 
       1.877364792508e-02       2.455881831426e+04 
       1.890557177037e-02       2.453650689295e+04 
       1.903755303916e-02       2.451286323972e+04 
       1.916959272514e-02       2.448810333991e+04 
       1.930169184858e-02       2.446217203683e+04 
       1.943385145688e-02       2.443499869334e+04 
       1.956607262496e-02       2.440675726449e+04 
       1.969835645580e-02       2.437742083761e+04 
       1.983070408099e-02       2.434695590825e+04 
       1.996311666120e-02       2.431538045148e+04 
       2.009559538677e-02       2.428280188584e+04 
       2.022814147827e-02       2.424913696987e+04 
       2.036075618713e-02       2.421443476237e+04 
       2.049344079619e-02       2.417874816889e+04 
       2.062619662040e-02       2.414208855573e+04 
       2.075902500742e-02       2.410440926676e+04 
       2.089192733834e-02       2.406576632844e+04 
       2.102490502836e-02       2.402623152416e+04 
       2.115795952753e-02       2.398575146620e+04 
       2.129109232145e-02       2.394436100437e+04 
       2.142430493210e-02       2.390209049627e+04 
       2.155759891859e-02       2.385889281214e+04 
       2.169097587801e-02       2.381488674877e+04 
       2.182443744626e-02       2.376997963608e+04 
       2.195798529890e-02       2.372430912902e+04 
       2.209162115210e-02       2.367782265371e+04 
       2.222534676353e-02       2.363049681314e+04 
       2.235916393333e-02       2.358247503987e+04 
       2.249307450509e-02       2.353362672599e+04 
       2.262708036687e-02       2.348395225300e+04 
       2.276118345226e-02       2.343370922036e+04 
       2.289538574145e-02       2.338263469534e+04 
       2.302968926233e-02       2.333089308661e+04 
       2.316409609169e-02       2.327845961884e+04 
       2.329860835636e-02       2.322524966837e+04 
       2.343322823444e-02       2.317143939780e+04 
       2.356795795659e-02       2.311697479674e+04 
       2.370279980730e-02       2.306191027195e+04 
       2.383775612625e-02       2.300623386143e+04 
       2.397282930970e-02       2.294994701887e+04 
       2.410802181192e-02       2.289302731031e+04 
       2.424333614662e-02       2.283559848710e+04 
       2.437877488857e-02       2.277756352112e+04 
       2.451434067505e-02       2.271895542808e+04 
       2.465003620759e-02       2.265984911390e+04 
       2.478586425355e-02       2.260014620413e+04 
       2.492182764790e-02       2.254001036972e+04 
       2.505792929499e-02       2.247932010515e+04 
       2.519417217041e-02       2.241819632965e+04 
       2.533055932288e-02       2.235655808699e+04 
       2.546709387619e-02       2.229447131990e+04 
       2.560377903131e-02       2.223189800057e+04 
       2.574061806840e-02       2.216888817729e+04 
       2.587761434906e-02       2.210552005051e+04 
       2.601477131852e-02       2.204164624936e+04 
       2.615209250799e-02       2.197738123031e+04 
       2.628958153707e-02       2.191275880457e+04 
       2.642724211621e-02       2.184777582735e+04 
       2.656507804928e-02       2.178243254942e+04 
       2.670309323625e-02       2.171665263348e+04 
       2.684129167594e-02       2.165051872644e+04 
       2.697967746885e-02       2.158406998696e+04 
       2.711825482014e-02       2.151731279557e+04 
       2.725702804266e-02       2.145024615133e+04 
       2.739600156014e-02       2.138286217503e+04 
       2.753517991045e-02       2.131515922884e+04 
       2.767456774903e-02       2.124713034809e+04 
       2.781416985240e-02       2.117890339052e+04 
       2.795399112180e-02       2.111041158945e+04 
       2.809403658703e-02       2.104165752199e+04 
       2.823431141033e-02       2.097255188571e+04 
       2.837482089052e-02       2.090332756463e+04 
       2.851557046719e-02       2.083377093344e+04 
       2.865656572515e-02       2.076405744982e+04 
       2.879781239898e-02       2.069416095983e+04 
       2.893931637776e-02       2.062403482127e+04 
       2.908108371007e-02       2.055365114103e+04 
       2.922312060906e-02       2.048313957533e+04 
       2.936543345782e-02       2.041249215155e+04 
       2.950802881494e-02       2.034151353431e+04 
       2.965091342027e-02       2.027049127315e+04 
       2.979409420095e-02       2.019931052491e+04 
       2.993757827766e-02       2.012793917530e+04 
       3.008137297114e-02       2.005644236456e+04 
       3.022548580902e-02       1.998482157927e+04 
       3.036992453286e-02       1.991310549254e+04 
       3.051469710554e-02       1.984125785031e+04 
       3.065981171900e-02       1.976926345363e+04 
       3.080527680224e-02       1.969716438509e+04 
       3.095110102970e-02       1.962503164959e+04 
       3.109729333004e-02       1.955276539409e+04 
       3.124386289530e-02       1.948040409927e+04 
       3.139081919040e-02       1.940795459795e+04 
       3.153817196318e-02       1.933547429942e+04 
       3.168593125484e-02       1.926288896411e+04 
       3.183410741084e-02       1.919025810286e+04 
       3.198271109235e-02       1.911757393245e+04 
       3.213175328825e-02       1.904484191479e+04 
       3.228124532761e-02       1.897211764690e+04 
       3.243119889292e-02       1.889928679022e+04 
       3.258162603376e-02       1.882639567188e+04 
       3.273253918136e-02       1.875345893840e+04 
       3.288395116368e-02       1.868064900694e+04 
       3.303587522135e-02       1.860768602304e+04 
       3.318832502441e-02       1.853479233463e+04 
       3.334131468986e-02       1.846183209098e+04 
       3.349485880011e-02       1.838879808572e+04 
       3.364897242244e-02       1.831593211211e+04 
       3.380367112941e-02       1.824294284776e+04 
       3.395897102040e-02       1.816998133982e+04 
       3.411488874427e-02       1.809705963488e+04 
       3.427144152330e-02       1.802414966714e+04 
       3.442864717833e-02       1.795121548206e+04 
       3.458652415539e-02       1.787830990199e+04 
       3.474509155382e-02       1.780546156119e+04 
       3.490436915585e-02       1.773264443472e+04 
       3.506437745803e-02       1.765982368546e+04 
       3.522513770439e-02       1.758700029861e+04 
       3.538667192150e-02       1.751426474934e+04 
       3.554900295570e-02       1.744153157634e+04 
       3.571215451249e-02       1.736887912565e+04 
       3.587615119828e-02       1.729632143095e+04 
       3.604101856477e-02       1.722372328158e+04 
       3.620678315601e-02       1.715110107786e+04 
       3.637347255842e-02       1.707868953481e+04 
       3.654111545403e-02       1.700608769417e+04 
       3.670974167710e-02       1.693372867664e+04 
       3.687938227437e-02       1.686138326986e+04 
       3.705006956943e-02       1.678906331225e+04 
       3.722183723122e-02       1.671673351919e+04 
       3.739472034724e-02       1.664455993047e+04 
       3.756875550181e-02       1.657240300291e+04 
       3.774398085966e-02       1.650027617203e+04 
       3.792043625547e-02       1.642817677048e+04 
       3.809816328979e-02       1.635609553599e+04 
       3.827720543190e-02       1.628414337938e+04 
       3.845760813015e-02       1.621221609477e+04 
       3.863941893057e-02       1.614031490411e+04 
       3.882268760443e-02       1.606846468127e+04 
       3.900746628549e-02       1.599672327608e+04 
       3.919380961801e-02       1.592491666399e+04 
       3.938177491633e-02       1.585319579077e+04 
       3.957142233728e-02       1.578161816718e+04 
       3.976281506663e-02       1.570989517120e+04 
       3.995601952083e-02       1.563825461485e+04 
       4.015110556577e-02       1.556667263984e+04 
       4.034814675414e-02       1.549508077824e+04 
       4.054722058333e-02       1.542357853745e+04 
       4.074840877607e-02       1.535204605418e+04 
       4.095179758618e-02       1.528055182121e+04 
       4.115747813216e-02       1.520900201472e+04 
       4.136554676170e-02       1.513746820153e+04 
       4.157610545058e-02       1.506600040396e+04 
       4.178926223978e-02       1.499452742589e+04 
       4.200513171540e-02       1.492296686060e+04 
       4.222383553632e-02       1.485146492840e+04 
       4.244550301537e-02       1.477987969351e+04 
       4.267027176060e-02       1.470824846762e+04 
       4.289828838407e-02       1.463658378986e+04 
       4.312970928696e-02       1.456481416151e+04 
       4.336470153057e-02       1.449309712220e+04 
       4.360344380498e-02       1.442122334399e+04 
       4.384612750828e-02       1.434925408605e+04 
       4.409295795167e-02       1.427726632402e+04 
       4.434415570837e-02       1.420514798262e+04 
       4.459995812672e-02       1.413284658549e+04 
       4.486062103189e-02       1.406052728396e+04 
       4.512642064442e-02       1.398809995943e+04 
       4.539765574891e-02       1.391521867957e+04 
       4.567465015234e-02       1.384236876849e+04 
       4.595775547843e-02       1.376937855522e+04 
       4.624735435367e-02       1.369595619963e+04 
       4.654386405088e-02       1.362239121454e+04 
       4.684774066961e-02       1.354852765909e+04 
       4.715948394842e-02       1.347452315905e+04 
       4.747964282379e-02       1.340000935559e+04 
       4.780882187505e-02       1.332531380973e+04 
       4.814768882425e-02       1.325006851547e+04 
       4.849698329841e-02       1.317448779249e+04 
       4.885752710771e-02       1.309843676003e+04 
       4.923023635317e-02       1.302186973891e+04 
       4.961613575136e-02       1.294475640371e+04 
       5.001637565841e-02       1.286702659154e+04 
       5.043225239544e-02       1.278861195924e+04 
       5.086523262998e-02       1.270945539225e+04 
       5.131698276258e-02       1.262945656941e+04 
       5.178940451551e-02       1.254852759352e+04 
       5.228467823599e-02       1.246657496938e+04 
       5.280531582480e-02       1.238344976973e+04 
       5.335422570040e-02       1.229897606878e+04 
       5.393479282158e-02       1.221300227963e+04 
       5.455097751857e-02       1.212524708321e+04 
       5.520743769285e-02       1.203549700933e+04 
       5.590967973227e-02       1.194337145677e+04 
       5.666424399208e-02       1.184836576327e+04 
       5.747893033966e-02       1.174990762421e+04 
       5.836306687919e-02       1.164725635171e+04 
       5.932781827243e-02       1.153929941514e+04 
       6.038651484477e-02       1.142464585999e+04 
       6.155495275578e-02       1.130136806338e+04 
       6.285155837722e-02       1.116680821039e+04 
       6.429721573043e-02       1.101728220530e+04 
       6.591442692095e-02       1.084786274507e+04 
       6.772536504061e-02       1.065230977346e+04 
       6.974845190298e-02       1.042292155557e+04 
       7.199363781737e-02       1.015185850339e+04 
       7.445772995929e-02       9.832497333864e+03 
       7.712227928450e-02       9.462739509846e+03 
       7.995611717972e-02       9.046831073536e+03 
       8.292194072178e-02       8.596412519367e+03 
       8.598362996609e-02       8.128706604674e+03 
       8.911109975604e-02       7.663490636490e+03 
       9.228184897169e-02       7.219765976342e+03 
       9.548025705631e-02       6.812894586428e+03 
       9.869600568966e-02       6.453575470252e+03 
       1.019224944495e-01       6.147101507860e+03 
       1.051555859662e-01       5.893924070128e+03 
       1.083927192533e-01       5.690358020075e+03 
       1.116323212577e-01       5.529590551692e+03 
       1.148734302181e-01       5.402583789477e+03 
       1.181154596976e-01       5.298951917077e+03 
       1.213580526293e-01       5.208082124568e+03 
       1.246009917293e-01       5.119787697472e+03 
       1.278441447621e-01       5.025513970588e+03 
       1.310874311924e-01       4.918827976815e+03 
       1.343308019012e-01       4.796171761574e+03 
       1.375742268593e-01       4.656885362864e+03 
       1.408176876415e-01       4.502962203911e+03 
       1.440611728803e-01       4.338462612182e+03 
       1.473046755061e-01       4.168994416720e+03 
       1.505481910708e-01       4.000481517898e+03 
       1.537917167296e-01       3.838556663919e+03 
       1.570352506218e-01       3.688034349146e+03 
       1.602787914944e-01       3.552470022895e+03 
       1.635223384726e-01       3.433825451162e+03 
       1.667658909192e-01       3.332636815033e+03 
       1.700094483497e-01       3.248174541723e+03 
       1.732530103789e-01       3.178513690838e+03 
       1.764965766884e-01       3.121009409738e+03 
       1.797401470065e-01       3.072403983565e+03 
       1.829837210949e-01       3.029295352793e+03 
       1.862272987410e-01       2.988735054861e+03 
       1.894708797519e-01       2.947547230260e+03 
       1.927144639511e-01       2.902988843396e+03 
       1.959580511759e-01       2.853360009496e+03 
       1.992016412752e-01       2.797908303074e+03 
       2.024452341087e-01       2.736841015968e+03 
       2.056888295453e-01       2.671237948800e+03 
       2.089324274625e-01       2.602706426990e+03 
       2.121760277452e-01       2.533199754655e+03 
       2.154196302858e-01       2.464633224945e+03 
       2.186632349829e-01       2.398713403007e+03 
       2.219068417411e-01       2.336761085558e+03 
       2.251504504708e-01       2.279817696202e+03 
       2.283940610873e-01       2.228308511188e+03 
       2.316376735108e-01       2.182471868826e+03 
       2.348812876660e-01       2.142142620107e+03 
       2.381249034815e-01       2.106726904951e+03 
       2.413685208900e-01       2.075415311694e+03 
       2.446121398277e-01       2.047223154930e+03 
       2.478557602341e-01       2.021031125834e+03 
       2.510993820521e-01       1.995727402571e+03 
       2.543430052272e-01       1.970370817375e+03 
       2.575866297078e-01       1.944238203542e+03 
       2.608302554450e-01       1.916860281842e+03 
       2.640738823922e-01       1.888030198719e+03 
       2.673175105050e-01       1.857766679139e+03 
       2.705611397413e-01       1.826290140868e+03 
       2.738047700609e-01       1.793986464711e+03 
       2.770484014255e-01       1.761367228712e+03 
       2.802920337987e-01       1.728998055579e+03 
       2.835356671457e-01       1.697445092043e+03 
       2.867793014331e-01       1.667239703415e+03 
       2.900229366294e-01       1.638739326910e+03 
       2.932665727041e-01       1.612176448642e+03 
       2.965102096283e-01       1.587618265604e+03 
       2.997538473742e-01       1.564986233803e+03 
       3.029974859154e-01       1.544079330376e+03 
       3.062411252264e-01       1.524629545999e+03 
       3.094847652829e-01       1.506333321094e+03 
       3.127284060616e-01       1.488894400934e+03 
       3.159720475401e-01       1.471997847187e+03 
       3.192156896969e-01       1.455354315681e+03 
       3.224593325116e-01       1.438716393055e+03 
       3.257029759643e-01       1.421906122316e+03 
       3.289466200362e-01       1.404819124312e+03 
       3.321902647088e-01       1.387431076273e+03 
       3.354339099649e-01       1.369807396748e+03 
       3.386775557874e-01       1.352068613829e+03 
       3.419212021603e-01       1.334369336453e+03 
       3.451648490679e-01       1.316870844503e+03 
       3.484084964952e-01       1.299715473469e+03 
       3.516521444277e-01       1.283033834638e+03 
       3.548957928517e-01       1.266925505887e+03 
       3.581394417535e-01       1.251466457207e+03 
       3.613830911204e-01       1.236700817943e+03 
       3.646267409399e-01       1.222637995358e+03 
       3.678703911999e-01       1.209244896352e+03 
       3.711140418888e-01       1.196458439573e+03 
       3.743576929954e-01       1.184183298297e+03 
       3.776013445089e-01       1.172302977727e+03 
       3.808449964190e-01       1.160718404010e+03 
       3.840886487154e-01       1.149329413070e+03 
       3.873323013885e-01       1.138073455571e+03 
       3.905759544287e-01       1.126905303869e+03 
       3.938196078271e-01       1.115790826322e+03 
       3.970632615748e-01       1.104726682026e+03 
       4.003069156633e-01       1.093706130530e+03 
       4.035505700843e-01       1.082744153978e+03 
       4.067942248298e-01       1.071868540634e+03 
       4.100378798922e-01       1.061115897038e+03 
       4.132815352638e-01       1.050528039692e+03 
       4.165251909375e-01       1.040151167891e+03 
       4.197688469062e-01       1.030018600360e+03 
       4.230125031632e-01       1.020147179752e+03 
       4.262561597018e-01       1.010551520440e+03 
       4.294998165156e-01       1.001218950286e+03 
       4.327434735984e-01       9.921428975559e+02 
       4.359871309441e-01       9.833107785233e+02 
       4.392307885470e-01       9.747102652624e+02 
       4.424744464013e-01       9.663204351416e+02 
       4.457181045016e-01       9.581195286276e+02 
       4.489617628425e-01       9.500867932575e+02 
       4.522054214187e-01       9.421923226000e+02 
       4.554490802253e-01       9.344073305366e+02 
       4.586927392574e-01       9.267141018855e+02 
       4.619363985101e-01       9.191029630085e+02 
       4.651800579789e-01       9.115700023699e+02 
       4.684237176592e-01       9.041148068990e+02 
       4.716673775467e-01       8.967439084618e+02 
       4.749110376371e-01       8.894632486119e+02 
       4.781546979262e-01       8.822807915696e+02 
       4.813983584101e-01       8.751974189854e+02 
       4.846420190848e-01       8.682239827242e+02 
       4.878856799464e-01       8.613682089990e+02 
       4.911293409914e-01       8.546391660114e+02 
       4.943730022160e-01       8.480465879767e+02 
       4.976166636167e-01       8.415895326881e+02 
       5.008603251901e-01       8.352680029632e+02 
       5.041039869329e-01       8.290714295127e+02 
       5.073476488417e-01       8.229894610250e+02 
       5.105913109135e-01       8.170112948602e+02 
       5.138349731451e-01       8.111269914285e+02 
       5.170786355335e-01       8.053315646807e+02 
       5.203222980757e-01       7.996181544190e+02 
       5.235659607690e-01       7.939830994095e+02 
       5.268096236104e-01       7.884198398981e+02 
       5.300532865973e-01       7.829219614681e+02 
       5.332969497270e-01       7.774861473424e+02 
       5.365406129970e-01       7.721110865013e+02 
       5.397842764046e-01       7.668001077626e+02 
       5.430279399474e-01       7.615539893606e+02 
       5.462716036229e-01       7.563796364339e+02 
       5.495152674289e-01       7.512792857947e+02 
       5.527589313631e-01       7.462536449305e+02 
       5.560025954231e-01       7.413020462096e+02 
       5.592462596067e-01       7.364213674303e+02 
       5.624899239119e-01       7.316094068099e+02 
       5.657335883366e-01       7.268672610713e+02 
       5.689772528786e-01       7.221929748176e+02 
       5.722209175360e-01       7.175882548323e+02 
       5.754645823068e-01       7.130491725946e+02 
       5.787082471891e-01       7.085741151525e+02 
       5.819519121811e-01       7.041581444390e+02 
       5.851955772809e-01       6.997980903822e+02 
       5.884392424868e-01       6.954879388869e+02 
       5.916829077969e-01       6.912303646373e+02 
       5.949265732095e-01       6.870218970934e+02 
       5.981702387231e-01       6.828649043439e+02 
       6.014139043360e-01       6.787562620527e+02 
       6.046575700464e-01       6.746969157298e+02 
       6.079012358530e-01       6.706833871524e+02 
       6.111449017542e-01       6.667147488900e+02 
       6.143885677484e-01       6.627907675589e+02 
       6.176322338341e-01       6.589114272574e+02 
       6.208759000101e-01       6.550778189526e+02 
       6.241195662747e-01       6.512914554409e+02 
       6.273632326267e-01       6.475520141765e+02 
       6.306068990648e-01       6.438585069656e+02 
       6.338505655875e-01       6.402091189430e+02 
       6.370942321935e-01       6.366021069223e+02 
       6.403378988817e-01       6.330359753310e+02 
       6.435815656508e-01       6.295103109290e+02 
       6.468252324995e-01       6.260247835691e+02 
       6.500688994267e-01       6.225795471709e+02 
       6.533125664312e-01       6.191727640339e+02 
       6.565562335117e-01       6.158037691904e+02 
       6.597999006673e-01       6.124710101308e+02 
       6.630435678969e-01       6.091715767177e+02 
       6.662872351992e-01       6.059056056799e+02 
       6.695309025733e-01       6.026729183589e+02 
       6.727745700181e-01       5.994737756473e+02 
       6.760182375326e-01       5.963078919327e+02 
       6.792619051158e-01       5.931763749554e+02 
       6.825055727668e-01       5.900771171081e+02 
       6.857492404845e-01       5.870098742992e+02 
       6.889929082680e-01       5.839729818978e+02 
       6.922365761163e-01       5.809657641933e+02 
       6.954802440287e-01       5.779886237596e+02 
       6.987239120041e-01       5.750419901795e+02 
       7.019675800418e-01       5.721259631835e+02 
       7.052112481408e-01       5.692398601032e+02 
       7.084549163003e-01       5.663829965488e+02 
       7.116985845194e-01       5.635542526080e+02 
       7.149422527974e-01       5.607521803987e+02 
       7.181859211335e-01       5.579765391899e+02 
       7.214295895268e-01       5.552269174208e+02 
       7.246732579767e-01       5.525035154174e+02 
       7.279169264823e-01       5.498061036246e+02 
       7.311605950429e-01       5.471348186442e+02 
       7.344042636577e-01       5.444886630518e+02 
       7.376479323261e-01       5.418664458001e+02 
       7.408916010474e-01       5.392677010591e+02 
       7.441352698208e-01       5.366919000874e+02 
       7.473789386457e-01       5.341390689628e+02 
       7.506226075214e-01       5.316092352600e+02 
       7.538662764472e-01       5.291026726643e+02 
       7.571099454226e-01       5.266194310963e+02 
       7.603536144468e-01       5.241584600352e+02 
       7.796303683800e-01       5.099660305872e+02 
       7.991951808535e-01       4.962827845012e+02 
       8.190622189738e-01       4.830675172105e+02 
       8.392471025203e-01       4.702843029927e+02 
       8.597666824943e-01       4.579027396924e+02 
       8.806388166909e-01       4.458936687499e+02 
       9.018821498249e-01       4.342304495506e+02 
       9.235159045894e-01       4.228887431688e+02 
       9.455596888259e-01       4.118461161516e+02 
       9.680333228047e-01       4.010830410870e+02 
       9.909566894861e-01       3.905818284263e+02 
       1.014349609574e+00       3.803268112021e+02 
       1.038231742194e+00       3.703041829491e+02 
       1.062622511120e+00       3.605012390090e+02 
       1.087541055696e+00       3.509071419226e+02 
       1.113006204862e+00       3.415122117424e+02 
       1.139036472139e+00       3.323080438155e+02 
       1.165650068971e+00       3.232873313472e+02 
       1.192864933485e+00       3.144435178181e+02 
       1.220698771599e+00       3.057710095341e+02 
       1.249169107358e+00       2.972648794163e+02 
       1.278293339521e+00       2.889209735016e+02 
       1.308088801631e+00       2.807355030207e+02 
       1.338572823148e+00       2.727053672182e+02 
       1.369762789612e+00       2.648279313129e+02 
       1.401676200240e+00       2.571008833187e+02 
       1.434330721790e+00       2.495222363413e+02 
       1.467744237947e+00       2.420902471184e+02 
       1.501934893845e+00       2.348035368875e+02 
