1.072259420115237406e-03 2.045983635070345190e+04
1.119521904163728971e-03 2.126470775711631359e+04
1.168867599006669653e-03 2.209738034058409175e+04
1.220388327308513828e-03 2.295843596884303406e+04
1.274179959044594674e-03 2.384843031631818303e+04
1.330342589896353319e-03 2.476788785844365702e+04
1.388980727509775241e-03 2.571729648255851862e+04
1.450203485963635387e-03 2.669710245288497390e+04
1.514124788809412259e-03 2.770770412208868220e+04
1.580863581060675113e-03 2.874944953082154825e+04
1.650544050526440987e-03 2.982262176219714456e+04
1.723295858900344632e-03 3.092744199850034784e+04
1.799254383035630688e-03 3.206405413966255583e+04
1.878560966854925804e-03 3.323252397485134861e+04
1.961363184363591489e-03 3.443282782243464317e+04
2.047815114256005403e-03 3.566484178042536223e+04
2.138077626625803709e-03 3.692834613688800891e+04
2.232318682313592408e-03 3.822299795482865011e+04
2.330713645449152775e-03 3.954832995992209908e+04
2.433445609769693298e-03 4.090374391135053884e+04
2.540705739321410389e-03 4.228849038651301817e+04
2.652693624178305200e-03 4.370165493621086353e+04
2.769617651840182351e-03 4.514218148493186891e+04
2.891695395000927482e-03 4.660877541026121617e+04
3.019154016408642695e-03 4.809999088926762488e+04
3.152230691570999908e-03 4.961416756367724884e+04
3.291173050092344003e-03 5.114923638198958361e+04
3.436239636463852762e-03 5.270337222403682972e+04
3.587700391164155844e-03 5.427413044197628187e+04
3.745837152965642014e-03 5.585903270264460298e+04
3.910944183381153544e-03 5.745418447973296134e+04
4.083328714226984631e-03 5.905737040229724516e+04
4.263311519321072787e-03 6.066546437284143758e+04
4.451227511380165952e-03 6.227388419980457547e+04
4.647426365226744321e-03 6.387901472037747590e+04
4.852273168465327455e-03 6.547709358165277808e+04
5.066149100838926445e-03 6.706317342243948951e+04
5.289452143529790526e-03 6.863162060611502966e+04
5.522597819724421771e-03 7.017582453656554571e+04
5.766019967820736579e-03 7.169462143760056642e+04
6.020171548716265510e-03 7.317521255113166990e+04
6.285525488679600398e-03 7.461172208047915774e+04
6.562575559373481741e-03 7.600169338269784930e+04
6.851837296667033332e-03 7.733482559172858601e+04
7.153848959946963910e-03 7.860786979794604122e+04
7.469172533712784522e-03 7.980325520900961419e+04
7.798394773319775562e-03 8.091962760740620433e+04
8.142128296815660804e-03 8.195027008018852212e+04
8.501012724902714743e-03 8.288161702913552290e+04
8.875715871146520539e-03 8.370249221831349132e+04
9.266934984646053169e-03 8.440567772293703456e+04
9.675398047477584348e-03 8.498900988194975071e+04
1.010186512932664989e-02 8.543128692568127008e+04
1.054712980182865613e-02 8.572919082389070536e+04
1.101202061525021099e-02 8.587758256028304459e+04
1.149740264025865197e-02 8.585827043052122463e+04
1.200417907764906277e-02 8.567212478702848603e+04
1.253329293902381500e-02 8.531073581444597221e+04
1.308572880155231544e-02 8.476464245265685895e+04
1.366251464007615414e-02 8.403272959195345175e+04
1.426472373996866792e-02 8.311163655308558373e+04
1.489347669430872087e-02 8.200243174618002377e+04
1.554994348908465135e-02 8.070529305265251605e+04
1.623534568030886652e-02 7.922184635428956244e+04
1.695095866709417018e-02 7.756344763242252520e+04
1.769811406492136779e-02 7.573982374030019855e+04
1.847820218351475460e-02 7.376342378044014913e+04
1.929267461393582503e-02 7.165049191602048813e+04
2.014304692970982427e-02 6.942292164679786947e+04
2.103090150701082336e-02 6.710382005418084736e+04
2.195789046915362988e-02 6.471789729223934410e+04
2.292573876087147453e-02 6.229470159317255457e+04
2.393624735809983528e-02 5.986323777323832473e+04
2.499129661923979451e-02 5.745528530238974781e+04
2.609284978413621559e-02 5.510023304655060201e+04
2.724295662728230816e-02 5.282728660302388744e+04
2.844375727204820001e-02 5.066248608556325780e+04
2.969748617303079319e-02 4.862797164643332508e+04
3.100647627393596575e-02 4.674048918053080706e+04
3.237316334872924334e-02 4.500942138539926236e+04
3.380009053413374209e-02 4.343481187039380166e+04
3.528991306190913668e-02 4.201252113199813175e+04
3.684540319971724848e-02 4.071871894883079949e+04
3.846945540976891981e-02 3.953135024273354793e+04
4.016509173485050682e-02 3.840762888567287882e+04
4.193546742175336545e-02 3.730026482499799022e+04
4.378387679256929427e-02 3.616023522964556469e+04
4.571375937477824974e-02 3.493619325207688235e+04
4.772870630153487614e-02 3.358050184414802061e+04
4.983246699406294195e-02 3.206564255496372425e+04
5.202895613859362389e-02 3.038298234765015877e+04
5.432226097082878957e-02 2.854945119556312420e+04
5.671664888148552491e-02 2.661256067154682751e+04
5.921657535707388481e-02 2.464513043790682423e+04
6.182669227068342266e-02 2.273307176551683369e+04
6.455185653820753877e-02 2.096458991967247130e+04
6.739713915611132700e-02 1.941434304691458965e+04
7.036783463756238199e-02 1.812652936603359558e+04
7.346947086448148145e-02 1.710606995782846934e+04
7.670781937384725524e-02 1.631615943104404141e+04
8.008890609739537092e-02 1.567666122982447268e+04
8.361902257469561173e-02 1.508073151030832560e+04
8.730473766047426587e-02 1.441617029108883071e+04
9.115290974796448620e-02 1.360162392914373049e+04
9.517069953103177160e-02 1.262153359304032710e+04
9.936558332882183819e-02 1.153497182280986817e+04
1.037453669977241449e-01 1.045704049579359889e+04
1.083182004565413081e-01 9.509259159657636701e+03
1.130925928518894535e-01 8.770039483064765591e+03
1.180774283920523055e-01 8.239531139814549533e+03
1.232819828787515282e-01 7.840151494832892240e+03
1.287159409675945054e-01 7.455621183275849035e+03
1.343894141893207383e-01 6.978512167082336418e+03
1.403129597653774430e-01 6.393576156895296663e+03
1.464976002528399768e-01 5.782957686090420793e+03
1.529548440552288002e-01 5.251598029269161088e+03
1.596967068373927323e-01 4.852371089671183654e+03
1.667357338843061809e-01 4.555640302256417272e+03
1.740850234453840961e-01 4.271780127574280414e+03
1.817582511077575347e-01 3.938757527009167916e+03
1.897696952438593099e-01 3.575487023297305313e+03
1.981342635806764285e-01 3.253077654806675127e+03
2.068675209401081017e-01 3.004142267983375405e+03
2.159857182020466781e-01 2.792333859959757774e+03
2.255058225440809694e-01 2.569220877988689153e+03
2.354455490140856810e-01 2.338288144530801219e+03
2.458233934944546728e-01 2.135297930307110164e+03
2.566586671193104019e-01 1.966977666459268676e+03
2.679715322087395379e-01 1.806742388616626840e+03
2.797830397869189856e-01 1.647452238609379265e+03
2.921151687539428887e-01 1.504131549122893830e+03
3.049908667842496923e-01 1.378381695465028542e+03
3.184340930277431148e-01 1.259464916059247344e+03
3.324698626930744361e-01 1.147652939690447965e+03
3.471242935960427434e-01 1.048117469033742509e+03
3.624246547597276824e-01 9.561309332075007887e+02
3.783994171567983122e-01 8.708053696891558957e+02
3.950783066884092642e-01 7.935548429982321750e+02
4.124923594982780051e-01 7.224568777168698261e+02
4.306739797248616552e-01 6.573029038782253792e+02
4.496569997991068934e-01 5.979118746357788723e+02
4.694767433999734729e-01 5.434797464811266536e+02
4.901700911848722586e-01 4.938620359357217922e+02
5.117755494173426012e-01 4.485287532038615268e+02
5.343333216196569646e-01 4.071766914662507020e+02
5.578853833836951992e-01 3.694508750839236200e+02
5.824755604792947183e-01 3.350758088626898257e+02
6.081496104054119334e-01 3.037728097436012717e+02
6.349553075358630450e-01 2.752801339671397045e+02
6.629425320180630798e-01 2.493573264496538684e+02
6.921633625902040565e-01 2.257836949419599364e+02
7.226721734895795723e-01 2.043563635630345061e+02
7.545257356323755715e-01 1.848889397044625866e+02
7.877833222532224511e-01 1.672106905329022482e+02
8.225068192010582813e-01 1.511651378331246747e+02
8.587608400965686117e-01 1.366085650120577668e+02
8.966128465654614743e-01 1.234090703703102179e+02
9.361332737713305985e-01 1.114456743818967794e+02
9.773956614816896593e-01 1.006073354133699240e+02
1.020476790911057252e+00 9.079232778810069249e+01
1.065456827595747891e+00 8.190765621379249239e+01
1.112419470566221813e+00 7.386836055310952531e+01
1.161452108094571445e+00 6.659686725893554637e+01
1.212645980306956250e+00 6.002235100551981617e+01
1.266096348963604568e+00 5.408018046346724361e+01
1.321902674722265969e+00 4.871146847359921139e+01
1.380168802215001378e+00 4.386259323390121523e+01
1.441003153282675253e+00 3.948475165738184245e+01
1.504518928726762628e+00 3.553355294402598474e+01
1.570834318953842068e+00 3.196865023645433723e+01
1.640072723904761887e+00 2.875337254068155346e+01
1.712362982677757772e+00 2.585440157151278129e+01
1.787839613272748762e+00 2.324147991990516360e+01
1.866643062902952455e+00 2.088714475158194972e+01
1.948919969339637959e+00 1.876649733697363942e+01
2.034823433776256962e+00 1.685696236691321204e+01
2.124513305719759160e+00 1.513806868563747798e+01
2.218156480439170242e+00 1.359126222709190479e+01
2.315927209524996755e+00 1.219973353058684751e+01
2.418007425137261190e+00 1.094820087083504490e+01
2.524587078545574848e+00 9.822768030445280019e+00
2.635864493591237867e+00 8.810900074050753261e+00
2.752046735729012372e+00 7.901298297531622161e+00
2.873349997335350015e+00 7.083778489017908520e+00
3.000000000000000000e+00 6.349221622589223735e+00
